172	50.0673215	19.9115453
173	50.0671975	19.9120281
174	50.0672272	19.9117818
175	50.0662772	19.911314
176	50.0667369	19.9082584
177	50.0666698	19.9087522
178	50.066551	19.9096963
179	50.0665518	19.9100317
180	50.0674347	19.9099729
181	50.0675546	19.910284
182	50.0675285	19.9138125
183	50.0675894	19.9133797
184	50.0679664	19.9134896
185	50.0676305	19.9143209
186	50.0675134	19.9143236
187	50.0669029	19.9141411
188	50.0665046	19.9140499
189	50.06662	19.9133043
190	50.0664925	19.913176
191	50.0660431	19.912834
192	50.0663232	19.91401
193	50.0658566	19.9139644
194	50.0662215	19.9144235
195	50.0656429	19.9168068
196	50.0675022	19.915608
197	50.0675177	19.9150126
198	50.0669323	19.916241
199	50.0675374	19.916803
200	50.0671431	19.9166099
201	50.0659289	19.9157168
202	50.0668748	19.9164791
203	50.0667305	19.9171314
204	50.0666582	19.9173219
205	50.0668505	19.9156609
206	50.0666061	19.9151289
207	50.0665187	19.9155604
208	50.0662856	19.9171013
209	50.0658048	19.9169032
210	50.0652348	19.916721
211	50.0650268	19.9176651
212	50.0653849	19.9178367
213	50.0655726	19.9170026
214	50.0658354	19.9181361
215	50.065751	19.9184955
216	50.0656391	19.9184526
217	50.0660773	19.9179696
218	50.0656036	19.9190712
219	50.0656673	19.9194037
220	50.0672824	19.9173806
221	50.0672994	19.9175439
222	50.06751	19.9181717
223	50.0669712	19.9202384
224	50.06667	19.9201829
225	50.0657335	19.9196564
226	50.0651016	19.9192013
227	50.0646865	19.9190444
228	50.0646587	19.919238
229	50.0656123	19.9198149
230	50.0643994	19.9208169
231	50.0641343	19.922622
232	50.0640051	19.9235205
233	50.065172	19.9230165
234	50.0650549	19.9239606
235	50.0659108	19.9233705
236	50.0654873	19.9236656
237	50.0656793	19.9240441
271	50.0661344	19.9231072
272	50.0663874	19.9224635
238	50.0664907	19.9220987
239	50.0664288	19.9218305
240	50.0663306	19.9216695
241	50.0661834	19.9223368
242	50.0662574	19.9227069
243	50.0659284	19.9237876
244	50.0657674	19.9223904
245	50.0658001	19.922208
246	50.0654179	19.921693
247	50.0658831	19.9217994
248	50.0653563	19.9221829
249	50.0656111	19.9219871
250	50.0659864	19.9212743
251	50.0671869	19.9194479
252	50.0668856	19.9192682
253	50.0655769	19.9204958
254	50.0658077	19.9211019
255	50.0660435	19.9209437
256	50.066907	19.9126935
257	50.0670103	19.9120766
258	50.0667641	19.9120739
259	50.0666746	19.9126318
260	50.0661899	19.9118665
261	50.0668997	19.9205297
262	50.0666975	19.914604
263	50.0661586	19.9148293
264	50.0660348	19.9153495
265	50.0670189	19.915776
266	50.0675086	19.9159638
267	50.0678401	19.9066494
268	50.0682237	19.9031009
269	50.0679182	19.9076033
270	50.0677522	19.9057073
