1	50.0698234	19.9023442
2	50.069412	19.902127
3	50.0689913	19.9019204
4	50.0685838	19.9015357
5	50.0681565	19.9013784
0	50.0692978	19.9028259
6	50.068786	19.904232
7	50.0691412	19.9048492
8	50.0693593	19.9054375
9	50.0689288	19.905274
10	50.0684745	19.9050902
11	50.0680025	19.904909
12	50.0676474	19.9047905
13	50.0690875	19.9072433
14	50.0686779	19.9070191
15	50.0682467	19.9068598
16	50.0678332	19.9065246
17	50.0674039	19.9063903
18	50.0679701	19.9072369
19	50.0712534	19.9066842
20	50.0707285	19.9064407
21	50.0703919	19.9062765
22	50.0664895	19.901373
23	50.068272	19.9079784
24	50.068143	19.9079327
25	50.0690591	19.9094243
26	50.0681496	19.9126277
27	50.0679764	19.9125291
28	50.0673378	19.9119672
29	50.0669953	19.9127382
30	50.066867	19.9134275
31	50.0671109	19.9154081
32	50.0669084	19.9153076
33	50.0668979	19.9150592
34	50.0671535	19.9164755
35	50.0671103	19.917316
36	50.0657919	19.9193262
37	50.0659193	19.91872
38	50.0660605	19.9181246
39	50.0662051	19.9175291
40	50.0657911	19.9168013
41	50.0660884	19.9165664
42	50.0662801	19.9165621
43	50.0671431	19.9179773
44	50.0666941	19.9213242
45	50.0666562	19.9203533
46	50.0645053	19.9237348
47	50.0655349	19.9188856
48	50.0645695	19.9208209
49	50.07002	19.9007593
50	50.06874	19.9007522
51	50.0682252	19.9005725
52	50.0655055	19.921092
53	50.0652671	19.9210966
54	50.0647696	19.9209195
55	50.0655807	19.920047
56	50.0648593	19.9193668
57	50.0653072	19.9204764
58	50.0662403	19.9219482
59	50.0658375	19.9223673
60	50.0652793	19.9229815
61	50.0652952	19.9218912
62	50.0646131	19.922026
63	50.0677701	19.9117008
64	50.0669533	19.9123827
65	50.0670355	19.9119513
66	50.0662307	19.9115998
67	50.0666439	19.9115193
68	50.0659713	19.917411
69	50.065862	19.9178978
70	50.0656529	19.9170481
71	50.0654073	19.9168739
72	50.0651835	19.9174026
73	50.0649441	19.9180606
74	50.0647849	19.9187079
75	50.0655808	19.9186579
76	50.0674045	19.9186635
77	50.0651901	19.9226191
78	50.0665745	19.9203464
79	50.0667224	19.9106591
80	50.0670822	19.9101408
81	50.0657602	19.914392
82	50.0656035	19.9151283
83	50.0683621	19.9129466
84	50.0664178	19.9225613
85	50.067527	19.917276
86	50.0697718	19.9059428
103	50.0713839	19.904871
119	50.069204	19.905918
167	50.0680924	19.9053329
171	50.0676847	19.91251
107	50.0705124	19.9048575
88	50.0701658	19.9020366
106	50.0707176	19.9055149
105	50.0711927	19.9056543
104	50.0701959	19.9042617
89	50.0701016	19.9024506
90	50.0689417	19.9008172
91	50.0692793	19.901975
92	50.0691617	19.9024764
94	50.069933	19.9037253
95	50.0692306	19.903457
93	50.0677582	19.9019841
87	50.067858	19.9012599
96	50.0689087	19.9033573
97	50.0675824	19.9030151
98	50.0672863	19.90272
99	50.0665655	19.9027689
100	50.0675618	19.9033096
101	50.0672898	19.9032881
102	50.0698954	19.9041747
108	50.0700255	19.9050507
109	50.0688574	19.9036122
110	50.0693522	19.9038579
111	50.0682506	19.9033904
112	50.0687348	19.9028255
113	50.0688277	19.9023158
114	50.0697066	19.9045823
115	50.0691436	19.9046294
116	50.0697634	19.9052087
117	50.0695912	19.9054823
118	50.0673426	19.9046779
120	50.068706	19.9052202
121	50.0686199	19.9051861
122	50.0684168	19.9050738
123	50.0681549	19.9049779
124	50.0683582	19.9054933
125	50.0685631	19.9055617
126	50.0687218	19.9060658
127	50.0689878	19.9061664
128	50.0689132	19.9066647
129	50.0685676	19.9060046
130	50.0684006	19.9059282
131	50.0682965	19.9059142
132	50.0682647	19.9061086
133	50.0682298	19.9063486
134	50.0679492	19.906589
135	50.0681459	19.9068999
136	50.0685261	19.9062669
137	50.0684257	19.9069953
138	50.0679247	19.9068224
139	50.067102	19.9062825
140	50.0673495	19.9069713
141	50.0669673	19.907261
142	50.0675975	19.9074782
143	50.0679638	19.907381
144	50.0681084	19.9073166
145	50.0683991	19.907153
146	50.0683664	19.9074346
147	50.0683096	19.9078155
148	50.0668983	19.9074496
149	50.0685482	19.9078183
150	50.0684553	19.9084888
151	50.0682745	19.9088697
152	50.0681454	19.9096422
153	50.0693483	19.9073505
154	50.0694723	19.9073827
155	50.0693195	19.9085563
156	50.0691508	19.9084785
157	50.0685308	19.9081416
158	50.069159	19.9087322
159	50.0692691	19.908802
160	50.0677502	19.9083643
161	50.0688029	19.9097493
162	50.0691197	19.9097976
163	50.069005	19.9106491
164	50.0687163	19.9115468
165	50.0682231	19.9127193
166	50.0680032	19.909652
168	50.0676101	19.9132523
169	50.0677323	19.913271
170	50.0678546	19.9124905
